10,10.7856,12.1488,13.3777,14.7039,15.0972,15.271,16.026,16.7787,17.3537,17.6069,17.9049,18.8528,19.0826,19.5068
10,10.2019,10.3729,10.2473,9.4175,9.2305,8.255,7.9306,7.7438,6.575,6.0908,6.0418,6.253,5.8675,5.6388
1,1.3275,0.89718,1.0432,0.60124,0.38608,0.10315,0.58613,0.64803,0.3199,0.51885,1.1241,0.95843,0.89765,0.99436
0,-0.13646,-0.41671,-0.91084,-0.29671,-0.80974,-0.75982,-0.28592,-0.76443,-0.16191,0.32366,0.19092,-0.1117,-0.20569,0.084882
